name,season,status,tv_network,ano
Scorpion,1,Renewed for a 2nd season on 1/12,CBS,2014
Stalker,1,Canceled 5/8,CBS,2014
Survivor,SEASON 29 / SEASON 30,Renewed 5/11,CBS,2014
Two and a Half Men,SEASON 12,Ending after this 12th season,CBS,2014
Under the Dome,SEASON 3,Canceled 8/31,CBS,2014
Undercover Boss,SEASON 6,Renewed 5/11,CBS,2014
Zoo,1,Renewed 10/2/15,CBS,2014
The 100,SEASON 2,Renewed 1/11,The CW,2014
America's Next Top Model,SEASON 21,Renewed for a 22nd cycle on 11/17,The CW,2014
America's Next Top Model,SEASON 22 starts 8/5,,The CW,2014
Arrow,SEASON 3,Renewed 1/11,The CW,2014
Beauty and the Beast,SEASON 3,Renewed for a 4th season on 2/13,The CW,2014
Cedric's Barber Battle,1,Omitted from 2015-16 plans; presumed canceled,The CW,2014
The Flash,1,Renewed 1/11,The CW,2014
Hart of Dixie,SEASON 4,Officially canceled 5/7,The CW,2014
iZombie,1,Renewed for a 2nd season on 5/6,The CW,2014
Jane the Virgin,1,Renewed 1/11,The CW,2014
Masters of Illusion,SEASON 2,,The CW,2014
The Messengers,1,Canceled 5/7,The CW,2014
The Originals,SEASON 2,Renewed 1/11,The CW,2014
Penn & Teller: Fool Us,SEASON 2,,The CW,2014
Reign,SEASON 2,Renewed 1/11,The CW,2014
Significant Mother,1,,The CW,2014
Supernatural,SEASON 10,Renewed 1/11,The CW,2014
The Vampire Diaries,SEASON 6,Renewed 1/11,The CW,2014
Whose Line Is It Anyway,SEASON 3,Renewed 5/14,The CW,2014
A Wicked Offer,1,,The CW,2014
American Idol,SEASON 14,Renewed for a 15th (final) season on 5/10,Fox,2014
Are You Smarter Than a 5th Grader?,S4,Last aired on Fox in 2009,Fox,2014
Backstrom,1,Canceled 5/8,Fox,2014
Bob's Burgers,SEASON 5,Renewed for a 6th season on 1/8,Fox,2014
Bones,SEASON 10,Renewed for an 11th season on 5/8,Fox,2014
Boom!,1,,Fox,2014
Bordertown,1,Delayed to fall 2015 season,Fox,2014
Brooklyn Nine-Nine,SEASON 2,Renewed for a 3rd season on 1/17,Fox,2014
Bullseye,1,,Fox,2014
Empire,1,Renewed for a 2nd season on 1/17,Fox,2014
Family Guy,SEASON 13,Renewed 5/11,Fox,2014
The Following,SEASON 3,Canceled 5/8,Fox,2014
Glee,SEASON 6,Ending after this short 6th season,Fox,2014
Golan the Insatiable,1,,Fox,2014
Gotham,1,Renewed for a 2nd season on 1/17,Fox,2014
Gracepoint,1,Canceled 12/15 after end of 1st season,Fox,2014
Hell's Kitchen,SEASON 13 / SEASON 14,Renewed 5/11,Fox,2014
Hieroglyph,1,Canceled 7/1/14 before the season  started,Fox,2014
Home Free,1,,Fox,2014
The Last Man on Earth,1,Renewed for a 2nd season on 4/8,Fox,2014
Masterchef,SEASON 6,Renewed for a 7th season on 7/22,Fox,2014
Masterchef Junior,SEASON 2,"Renewed for a 3rd season, which started 1/6",Fox,2014
Masterchef Junior,SEASON 3,Renewed for a 4th season on 1/13,Fox,2014
The Mindy Project,SEASON 3,Canceled 5/6 but will move to Hulu for S4,Fox,2014
Mulaney,1,Reconfirmed as canceled on 5/11,Fox,2014
New Girl,SEASON 4,Renewed for a 5th season on 3/31,Fox,2014
Red Band Society,1,Production halted at 13 eps; off sched. after 12/3,Fox,2014
The Simpsons,SEASON 26,Renewed through season 28 on 5/4,Fox,2014
Sleepy Hollow,SEASON 2,Renewed for a 3rd season on 3/18,Fox,2014
So You Think You Can Dance,SEASON 12,Renewed 2/1/16,Fox,2014
Utopia,1,Canceled 11/2 and pulled from schedule,Fox,2014
Wayward Pines,1,Renewed for a 2nd season on 12/9/15,Fox,2014
Weird Loners,1,Canceled 5/11,Fox,2014
World's Funniest Fails,1,Renewed 5/11,Fox,2014
A to Z,1,Canceled 10/31; all 13 episodes will air,NBC,2014
A.D.: The Bible Continues,1,Canceled 7/4,NBC,2014
About a Boy,SEASON 2,Canceled 5/8,NBC,2014
Allegiance,1,Canceled 3/6,NBC,2014
America's Got Talent,SEASON 10,Renewed 9/2/15,NBC,2014
American Ninja Warrior,SEASON 7,Renewed 8/13/15,NBC,2014
American Odyssey,1,Canceled 6/30,NBC,2014
The Apprentice,SEASON 14,Renewed for an 8th celebrity edition on 2/16,NBC,2014
Aquarius,1,Renewed for a 2nd season on 6/25,NBC,2014
Bad Judge,1,Canceled 10/31; all 13 episodes will air,NBC,2014
The Biggest Loser,SEASON 16,Renewed 5/10,NBC,2014
The Blacklist,SEASON 2,Renewed for a 3rd season on 2/5,NBC,2014
The Carmichael  Show,1,,NBC,2014
Chicago Fire,SEASON 3,Renewed for a 4th season on 2/5,NBC,2014
Chicago PD,SEASON 2,Renewed for a 3rd season on 2/5,NBC,2014
Constantine,1,Canceled 5/8,NBC,2014
Dateline NBC,SEASON 24,Renewed 5/10,NBC,2014
Emerald City,1,"Canceled 8/22, but revived 4/15 for 2015-16",NBC,2014
Food Fighters,SEASON 2,,NBC,2014
Grimm,SEASON 4,Renewed for a 5th season on 2/5,NBC,2014
Hannibal,SEASON 3,Canceled 6/22,NBC,2014
Heroes Reborn,1,Delayed until the fall,NBC,2014
Hollywood Game Night,SEASON 3,,NBC,2014
I Can Do That!,1,Renewed for a 2nd season on 7/2,NBC,2014
The Island,1,,NBC,2014
Last Comic Standing,SEASON 9 starts 7/22,,NBC,2014
Law & Order: SVU,SEASON 16,Renewed for a 17th season on 2/5,NBC,2014
Marry Me,1,Canceled 5/8,NBC,2014
Mission Control,1,Canceled 10/15 prior to production start,NBC,2014
Mr. Robinson,1,,NBC,2014
The Mysteries of Laura,1,Renewed for a 2nd season on 5/8,NBC,2014
The Night Shift,SEASON 2,Renewed for a 3rd season on 5/8,NBC,2014
One Big Happy,1,Canceled 5/8,NBC,2014
Parenthood,SEASON 6,Ending after this 6th season,NBC,2014
Parks and Recreation,SEASON 7,Ending after this 7th season,NBC,2014
Running Wild with Bear Grylls,SEASON 2 starts 7/13,,NBC,2014
The Sing-Off,SEASON 5,Omitted from  2015-16 sched.; presumed canceled,NBC,2014
The Slap,1,Omitted from  2015-16 sched.; presumed canceled,NBC,2014
State of Affairs,1,Canceled 5/8,NBC,2014
Unbreakable Kimmy Schmidt,1,Canceled by NBC on 11/21 and moved to Netflix,NBC,2014
Undateable,SEASON 2,Renewed for a 3rd season on 5/8,NBC,2014
The Voice,SEASON 7 / SEASON 8,Renewed 5/10,NBC,2014
Welcome to Sweden,SEASON 2 starts 7/19,,NBC,2014
11/22/63,1,,HULU,2014
12 Monkeys,1,Renewed for a 2nd season on 3/12,SYFY,2014
The Affair,1,Renewed for a 2nd season on 11/10,SHO,2014
The Almighty Johnsons,SEASON 2,,SYFY,2014
Almost Royal,SEASON 2 starts tbd 2015,,BBCA,2014
Alpha House,SEASON 2,,AMZN,2014
American Dad!,SEASON 11,Renewed for a 12th season on 11/18,TBS,2014
American Horror Story,SEASON 4 (Freak Show),Renewed for a 5th season on 10/13,FX,2014
The Americans,SEASON 3,Renewed for a 4th season on 3/31,FX,2014
Angie Tribeca,1,Delayed to fall season,TBS,2014
Another Period,1,Renewed for a second season on 8/18,COM,2014
The Approval Matrix,1,,SUND,2014
Archer,SEASON 6,Already renewed through season 7,FX,2014
Ascension,1,Officially not progressing as a series 3/10,SYFY,2014
Atlantis,SEASON 2,,BBCA,2014
The Awesomes,SEASON 3 starts tbd 2015,,HULU,2014
Awkward,SEASON 4,Renewed for a 5th (final) season on 10/8,MTV,2014
Awkward,SEASON 5 starts 8/31,Ending after this 5th season (split in 2 parts),MTV,2014
Babylon,1,,SUND,2014
Ballers,1,Renewed for a 2nd season on 7/10,HBO,2014
Banshee,SEASON 3,Renewed for a shorter 4th season on 2/12,MAX,2014
Bates Motel,SEASON 3,Renewed for 2 additional seasons on 6/15,A&E,2014
Being Mary Jane,SEASON 2,Renewed 2/5,BET,2014
Benched,1,Canceled 1/15,USA,2014
Better Call Saul,1,Renewed for a 2nd season on 6/19/14,AMC,2014
Between,1,Renewed for a 2nd season on 7/8,NETF,2014
"Big Time in Hollywood, FL",1,,COM,2014
Billy & Billie,1,,DIREC,2014
The Birthday Boys,SEASON 2,Canceled 1/23,IFC,2014
Bitten,SEASON 2,Renewed for a 3rd season on 6/29,SYFY,2014
Black Dynamite,SEASON 2,,ADSW,2014
Black Jesus,1,Renewed for a 2nd season on 12/10,ADSW,2014
Black Sails,SEASON 2,Renewed for a 3rd season on 10/11,STRZ,2014
Bloodline,1,Renewed for a 2nd season on 3/31,NETF,2014
Blunt Talk,1,2nd season already ordered,STRZ,2014
Boardwalk Empire,SEASON 5,Ending after this 5th season,HBO,2014
BoJack Horseman,1,Renewed for a 2nd season on 8/26/14,NETF,2014
BoJack Horseman,SEASON 2 starts 7/17,,NETF,2014
Bosch,1,Renewed for a 2nd season on 3/18,AMZN,2014
Brickleberry,SEASON 3,Canceled 1/7,COM,2014
The Brink,1,Renewed for a 2nd season on 7/21,HBO,2014
Broad City,SEASON 2,Renewed for a 3rd season on 1/14,COM,2014
Broadchurch,SEASON 2,Renewed for a 3rd season on 2/24,BBCA,2014
Call the Midwife,SEASON 4,Renewed for a 5th season on 11/3/14,PBS,2014
Casual,1,,HULU,2014
The Casual Vacancy,1,Miniseries,HBO,2014
Catastrophe,1,Renewed for a 2nd season in the UK,AMZN,2014
The Chair,1,,STRZ,2014
Chef's Table,1,,NETF,2014
Childhood's End,1,Miniseries; likely delayed to 2015-16 season,SYFY,2014
Childrens' Hospital,SEASON 6,Renewed for a 7th season on 6/2,ADSW,2014
The Chris Gethard Show,1,Renewed 1/5/16,FUSN,2014
Clipped,1,Canceled 10/23/15,TBS,2014
Cold Justice,SEASON 3,Season extended by 12 episodes on 3/4,TNT,2014
Cold Justice: Sex Crimes,1,,TNT,2014
The Comeback,SEASON 2,Returns after a 10-year absence,HBO,2014
The Comedians,1,Canceled 7/23,FX,2014
Comedy Bang! Bang!,SEASON 3,Already renewed  for a 40-ep 4th season,IFC,2014
Comedy Bang! Bang!,SEASON 4,Renewed for a 5th season on 5/5,IFC,2014
Community,SEASON 6,Moved to Yahoo from NBC,YHOO,2014
Complications,1,Canceled 8/28/15,USA,2014
Continuum,SEASON 4 starts tbd,Ending after this 4th season (delayed to fall),SYFY,2014
Cougar Town,SEASON 6,Ending after this 6th season,TBS,2014
Covert Affairs,SEASON 5,Canceled 1/6/15,USA,2014
Crime,1,Miniseries [fka Criminal Justice]; delayed,HBO,2014
The Crimson Field,1,,PBS,2014
Da Vinci's Demons,SEASON 3 starts tbd,,STRZ,2014
Damien,1,Moved to A&E and delayed to 2016,LIFE,2014
Daredevil,1,Renewed for a 2nd season on 4/21,NETF,2014
Dark Matter,1,Renewed for a 2nd season on 9/1/15,SYFY,2014
Deadbeat,SEASON 2,Renewed for a 3rd season on 5/26,HULU,2014
Debbie Macomber's Cedar Cove,SEASON 2 starts 7/18,,HALL,2014
Defiance,SEASON 3,Canceled 10/19/15,SYFY,2014
Deutschland 83,1,,SUND,2014
Devious Maids,SEASON 3,Renewed for a 4th season on 9/24/15,LIFE,2014
Dig,1,"Delayed from fall, but 4 episodes added",USA,2014
Difficult People,1,,HULU,2014
Doctor Who,SEASON 8,Renewed  for a 9th season on 1/5,BBCA,2014
Documentary Now!,1,,IFC,2014
Doll & Em,SEASON 2 starts tbd 2015,,HBO,2014
Dominion,SEASON 2 starts 7/9,,SYFY,2014
Downton Abbey,SEASON 5,Renewed for a 6th (final) season on 11/6/14,PBS,2014
Drunk History,SEASON 3 starts 9/1,Moved to the fall,COM,2014
Episodes,SEASON 4,Renewed for a 5th season on 6/10,SHO,2014
The Exes,SEASON 4,Canceled 8/11/15,TVL,2014
The Expanse,1,Likely delayed until the fall,SYFY,2014
Eye Candy,1,Canceled 4/18,MTV,2014
F Is for Family,1,,NETF,2014
Faking It,SEASON 2,Renewed for a 3rd season on 4/21,MTV,2014
The Fall,SEASON 2,Renewed for a 3rd season on 3/10,NETF,2014
Falling Skies,SEASON 5,Ending after this 5th season.,TNT,2014
Fear the Walking Dead,1,Two seasons ordered on 3/9/15,AMC,2014
Finding Carter,SEASON 2,Season extended by 12 episodes on 5/18,MTV,2014
Flesh & Bone,1,Delayed to next season (starts 11/8/15),STRZ,2014
Foo Fighters: Sonic Highways,1,,HBO,2014
Fortitude,1,Renewed for a 2nd season on 4/9,PIVOT,2014
Franklin & Bash,SEASON 4,Canceled on 11/11,TNT,2014
From Dusk Till Dawn: The Series,SEASON 2 starts 8/25,,ELREY,2014
Full Circle,SEASON 2,Renewed for a 3rd season on 12/23/15,DIREC,2014
The Game,1,,BBCA,2014
The Game,SEASON 9,Ending after this 9th season,BET,2014
Game of Thrones,SEASON 5,Already renewed through season 6,HBO,2014
Garfunkel & Oates,1,Canceled 3/3/15,IFC,2014
Getting On,SEASON 2,Renewed for a 3rd/final season on 2/9,HBO,2014
The Girlfriend Experience,1,,STRZ,2014
Girlfriends' Guide to Divorce,1,Renewed for a 2nd season on 2/4,BRAV,2014
Girls,SEASON 4,Renewed for a 5th season on 1/5,HBO,2014
The Good Witch,1,Renewed for a 2nd season on 4/13,HALL,2014
Grace and Frankie,1,Renewed for a 2nd season on 5/27,NETF,2014
Graceland,SEASON 3,Canceled 10/1/15,USA,2014
Grantchester,1,,PBS,2014
Ground Floor,SEASON 2,Canceled 1/30 (official on 2/16),TBS,2014
Halo: Nightfall,1,Live-action series streams on Xbox Live,XBOX,2014
Halt and Catch Fire,SEASON 2,Renewed for a 3rd season on 10/8/15,AMC,2014
Happy Valley,1,Renewed for a 2nd season (in the UK),NETF,2014
Happyland,1,Canceled 1/8,MTV,2014
Happyish,1,Canceled 7/24,SHO,2014
Haven,SEASON 5,Canceled 8/18,SYFY,2014
"The Heart, She Holler",SEASON 3,,ADSW,2014
Helix,SEASON 2,Canceled 4/29,SYFY,2014
Hell on Wheels,SEASON 5 starts 7/18,Ending after this season (wraps in 2016),AMC,2014
Hemlock Grove,SEASON 3 starts tbd 2015,Ending after this 3rd season,NETF,2014
Hindsight,1,Renewed  3/16 but then canceled 8/28,VH1,2014
HitRecord on TV,SEASON 2,,PIVOT,2014
Homeland,SEASON 4,Renewed for a 5th season on 11/10,SHO,2014
Hot in Cleveland,SEASON 6,Canceled 11/17,TVL,2014
Houdini,1,Miniseries,HIST,2014
House of Cards,SEASON 3,Renewed for a 4th season on 4/2,NETF,2014
House of Lies,SEASON 4,Renewed for a 5th season on 3/31,SHO,2014
Humans,1,Renewed for a 2nd season on 7/31,AMC,2014
Idiotsitter,1,Moved to 2016,COM,2014
Impastor,1,,TVL,2014
Impress Me,1,,POP,2014
The Increasingly Poor Decisions of Todd Margaret,SEASON 3 starts  tbd 2015,,IFC,2014
Inside Amy Schumer,SEASON 3,Renewed for a 4th season on 4/21,COM,2014
Inside Comedy,SEASON 4,,SHO,2014
Intruders,1,,BBCA,2014
It's Always Sunny in Philadelphia,SEA. 10,Already renewed through season 12,FXX,2014
The Jack and Triumph Show,1,,ADSW,2014
The Jim Gaffigan Show,1,,TVL,2014
The Jinx: The Life and Deaths of Robert Durst,1,,HBO,2014
Jonah from Tonga,1,,HBO,2014
Jonathan Strange and Mr. Norrell,1,,BBCA,2014
Justified,SEASON 6,Ending after this 6th season,FX,2014
Key & Peele,SEASON 4,,COM,2014
Key & Peele,SEASON 5 starts 7/8,,COM,2014
Killjoys,1,Renewed 9/1/15,SYFY,2014
Kingdom,1,Renewed for seasons 2 and 3 on 10/17,DIREC,2014
The Knick,1,Renewed for a 2nd season on 7/10/14,MAX,2014
Kroll Show,SEASON 3,Ending after this 3rd season,COM,2014
The Last Kingdom,1,Likely moved to 2015-16 season,BBCA,2014
The Last Ship,SEASON 2,Renewed for a 3rd season on 8/11/2015,TNT,2014
Last Tango in Halifax,SEASON 3,,PBS,2014
Last Week Tonight With John Oliver,SEASON 2,Renewed for 2 additional seasons on 2/17,HBO,2014
The League,SEASON 6,Renewed for a 7th and final season on 12/8,FXX,2014
The Leftovers,SEASON 2 starts tbd 2015,Will likely air in the fall,HBO,2014
Legends,1,Renewed for a 2nd season on 12/4,TNT,2014
Legends,SEASON 2 starts tbd,Delayed to fall season (from August),TNT,2014
The Librarians,1,Renewed for a 2nd season on 2/12,TNT,2014
Lilyhammer,SEASON 3,Canceled 7/28/15,NETF,2014
Lip Sync Battle,1,Renewed for a 2nd season on 4/22,SPIKE,2014
The Lizzie Borden Chronicles,1,Canceled 6/24,LIFE,2014
Longmire,SEASON 4 starts tbd 2015,Moving to Netflix from A&E,NETF,2014
Looking,SEASON 2,Canceled 3/25,HBO,2014
Lost Girl,SEASON 5,Ending after this 5th season,SYFY,2014
Louie,SEASON 5,Short season (8 episodes),FX,2014
Mad Men,SEASON 7.5,Ending after these last 7 episodes,AMC,2014
Major Crimes,SEASON 4,,TNT,2014
Making of the Mob: New York,1,Renewed for a 2nd season on 7/31,AMC,2014
Man Seeking Woman,1,Renewed for a 2nd season on 3/3,FXX,2014
Manhattan,SEASON 2 starts tbd 2015,Moved to the fall season,WGN,2014
Marco Polo,1,Renewed for a 2nd season on 1/7,NETF,2014
Maron,SEASON 3,Renewed for a 4th season on 11/6/15,IFC,2014
Married,SEASON 2 starts 7/16,,FX,2014
Masters of Sex,SEASON 3 starts 7/12,,SHO,2014
Matador,SEASON 2,Canceled 11/29; 2nd season will not air,ELREY,2014
The Meltdown with Jonah and Kumail,SEASON 2,,COM,2014
Mike Tyson Mysteries,1,Renewed for a 2nd season on 12/10,ADSW,2014
The Missing,1,Renewed for a 2nd season on 12/16,STRZ,2014
Moonbeam City,1,,COM,2014
Mozart in the Jungle,1,Renewed for a 2nd season on 2/18,AMZN,2014
Mr. Pickles,1,Renewed for a 2nd season on 12/10,ADSW,2014
Mr. Robot,1,Renewed for a 2nd season on 6/24,USA,2014
Mr. Selfridge,SEASON 3,Renewed for a 4th season on 3/13,PBS,2014
Murder in the First,SEASON 2,Renewed for a 3rd season on 11/12/15,TNT,2014
The Musketeers,SEASON 2,,BBCA,2014
Nathan For You,SEASON 3 starts tbd 2015,,COM,2014
Newsreaders,SEASON 2,,ADSW,2014
The Newsroom,SEASON 3,Ending after this 3rd season,HBO,2014
The Night Manager,1,Miniseries; delayed to 2016,AMC,2014
The Nightly Show with Larry Wilmore,1,fka The Minority Report,COM,2014
Nurse Jackie,SEASON 7,Ending after this 7th season,SHO,2014
Odd Mom Out,1,Scripted series; renewed 8/10/15,BRAV,2014
Olive Kitteridge,1,Miniseries,HBO,2014
Olympus,1,,SYFY,2014
On the Menu,1,,TNT,2014
One Child,1,Miniseries,SUND,2014
The One Percent,1,Delayed; likely won't air until 2016-17,STRZ,2014
Orange Is the New Black,SEASON 3,Renewed for a 4th season on 4/15,NETF,2014
Orphan Black,SEASON 3,Renewed for a 4th season on 5/7,BBCA,2014
The Osbournes,SEASON 5 starts tbd 2015,Reboot dropped 4/27 prior to production start,VH1,2014
Other Space,1,,YHOO,2014
Outlander,1,Renewed for  13-ep 2nd season on 8/15,STRZ,2014
Outsiders,1,fka Titans; delayed to 2016,WGN,2014
The Paradise,SEASON 2,,PBS,2014
Peaky Blinders,1,A 2nd season is also now streaming,NETF,2014
Penny Dreadful,SEASON 2,Renewed for a 3rd season on 6/16,SHO,2014
Perception,SEASON 3,Canceled 11/13; finale airs 3/17,TNT,2014
Playing House,SEASON 2 starts 8/4,,USA,2014
Please Like Me,SEASON 3 starts tbd 2015,,PIVOT,2014
Poldark,1,Already renewed for a 2nd season in the UK,PBS,2014
Portlandia,SEASON 5,Renewed for 2 additional seasons on 2/10,IFC,2014
Power,SEASON 2,Renewed for a 3rd season on 6/10,STRZ,2014
Powers,1,Renewed for a 2nd season on 5/6,PSN,2014
Pretty Little Liars,SEASON 6,Already renewed for a 7th season,ABCF,2014
Project Greenlight,SEASON 4 starts 9/13,,HBO,2014
Proof,1,Canceled 9/24/15,TNT,2014
Public Morals,1,,TNT,2014
Ray Donovan,SEASON 3,,SHO,2014
Rectify,SEASON 3,,SUND,2014
The Red Road,SEASON 2,,SUND,2014
The Red Tent,1,Miniseries,LIFE,2014
Resident Advisors,1,,HULU,2014
The Returned,SEASON 2 starts tbd 2015,,SUND,2014
The Returned [U.S. version],1,Canceled 6/15,A&E,2014
Review,SEASON 2 starts 7/30,,COM,2014
Rick and Morty,SEASON 2 starts 7/26,,ADSW,2014
Ripper Street,SEASON 3,,BBCA,2014
Rizzoli & Isles,SEASON 5,Renewed for a 6th season on 12/9/14,TNT,2014
Rizzoli & Isles,SEASON 6,Renewed for a 7th season on 7/23,TNT,2014
Rogue,SEASON 3 starts tbd 2015,,DIREC,2014
The Roosevelts: An Intimate History,1,Miniseries,PBS,2014
Royal Pains,SEASON 7,,USA,2014
The Royals,1,Scripted series; renewed 1/15,E!,2014
Salem,SEASON 2,Renewed for a 3rd season on 7/11,WGN,2014
Satisfaction,SEASON 2 starts tbd 2015,,USA,2014
Schitt's Creek,1,Renewed for a 2nd season on 3/17,POP,2014
Scream,1,Renewed for a 2nd season on 7/10,MTV,2014
Sense8,1,Renewed for a 2nd season on 8/8,NETF,2014
Sex&Drugs&Rock&Roll,1,,FX,2014
Shameless,SEASON 5,Renewed for a 6th season on 1/12,SHO,2014
Shannara,1,Will air in 2015-16 season,MTV,2014
Sherlock,SEASON 4 starts tbd,May not air until 2016,PBS,2014
Show Me a Hero,1,Miniseries,HBO,2014
Silicon Valley,SEASON 2,Renewed for a 3rd season on 4/13,HBO,2014
Sin City Saints,1,,YHOO,2014
Sirens,SEASON 2,Canceled 4/22,USA,2014
Sons of Anarchy,SEASON 7,Ending after this 7th season,FX,2014
Sons of Liberty,1,Miniseries,HIST,2014
South of Hell,1,,WE,2014
South Park,SEASON 18,Already renewed through 2016,COM,2014
The Spoils Before Dying,,Sequel to The Spoils of Babylon,IFC,2014
Star Wars Rebels,1,Renewed for a 2nd season on 10/2,DISXD,2014
Star Wars Rebels,SEASON 2,,DISXD,2014
Stitchers,1,Renewed for a 2nd season on 7/14,ABCF,2014
The Strain,SEASON 2,,FX,2014
Strike Back,SEASON 4 starts 7/31,Ending after this 4th season,MAX,2014
Suits,SEASON 5,Renewed for a 6th season on 7/1,USA,2014
Survivor's Remorse,1,Renewed for a 2nd season on 10/11,STRZ,2014
Survivor's Remorse,SEASON 2 starts 8/22,,STRZ,2014
Switched at Birth,SEASON 4,Renewed 10/21/2015,ABCF,2014
Tatau,1,Canceled and pulled from sched on 5/5,BBCA,2014
Teachers,1,,TVL,2014
Teen Wolf,SEASON 5,Renewed for a 6th season on 7/9,MTV,2014
Texas Rising,1,Miniseries,HIST,2014
Things You Shouldn't Say Past Midnight,1,,DIREC,2014
Tight Bros,1,,ADSW,2014
Tim & Eric's Bedtime Stories,1,,ADSW,2014
Togetherness,1,Renewed for a 2nd season on 1/27,HBO,2014
Town of the Living Dead,1,,SYFY,2014
Transparent,1,2nd season renewal 10/9; 3rd season 6/25,AMZN,2014
Transporter: The Series,1,Already renewed for a 2nd season,TNT,2014
TripTank,SEASON 2 starts tbd,Delayed to fall,COM,2014
True Detective,SEASON 2,,HBO,2014
Turn,SEASON 2,Renewed for a 3rd season on 7/15,AMC,2014
Tut,1,Miniseries,SPIKE,2014
Tyrant,SEASON 2,Renewed for a 3rd season on 10/8/15,FX,2014
UnReal,1,Renewed for a 2nd season on 7/6,LIFE,2014
Unbreakable Kimmy Schmidt,1,Moved from NBC & renewed for S2 on 11/21,NETF,2014
Uncle,1,,DIREC,2014
Utopia,1,Likely delayed to 2015-16 season,HBO,2014
Veep,SEASON 4,Renewed for a 5th season on 4/13,HBO,2014
Vice,SEASON 3,Renewed through season 7 on 3/26,HBO,2014
Vice Principals,1,Likely delayed to 2015-16 season,HBO,2014
Vicious,SEASON 2 starts 8/23,,PBS,2014
Vikings,SEASON 3,Renewed for a 4th season on 3/26,HIST,2014
The Walking Dead,SEASON 5,Renewed for a 6th season on 10/7,AMC,2014
Web Therapy,SEASON 4,Canceled 8/11/15,SHO,2014
Wet Hot American Summer,1,Limited series based on the 2001 film,NETF,2014
When Calls the Heart,SEASON 2,Renewed for a 3rd season on 7/28,HALL,2014
White Collar,SEASON 6,Ending after this short 6th season,USA,2014
Why? With Hannibal Buress,1,,COM,2014
Wolf Hall,1,Miniseries,PBS,2014
Workaholics,SEASON 5,Renewed for 2 additional seasons on 7/9,COM,2014
The Wrong Mans,SEASON 2,,HULU,2014
A Young Doctor's Notebook,SEASON 2,,OVTN,2014
Younger,1,Renewed for a 2nd season on 4/21,TVL,2014
Your Family or Mine,1,,TBS,2014
You're the Worst,SEASON 2 starts tbd 2015,Moving to FXX from FX; delayed to fall,FXX,2014
Z Nation,1,Renewed for a 2nd season on 10/21,SYFY,2014
20/20,SEASON 38,,ABC,2015
500 Questions,SEASON 2,,ABC,2015
"$100,000 Pyramid",1,1st season in ABC primetime,ABC,2015
America's Funniest Home Videos,SEASON 26,Renewed for a 27th season on 3/3,ABC,2015
American Crime,SEASON 2,Renewed for a 3rd season on 5/12,ABC,2015
